Дата просмотра,Кол-во рекламы,Вид рекламы,Количество повторений
6,83,Гироскутеры GT,10
8,72,Газонокосилки Huter,10
6,17,Планшеты BQ,8
6,70,Планшеты Lenovo,10
8,91,Сумк,15
7,59,Парфюмерия SHAIK,14
6,70,Холодильники Nordfrost,7
6,16,Палатки Alexika,15
8,68,Микроволновые печи Gorenje,19
6,8,Палатки Alexika,10
6,69,Холодильники Atlant,9
7,73,Ноутбуки Samsung:HP,8
8,76,Компьютерные кресл,12
8,53,Парфюмерия Giorgio Armani,11
6,51,Кондиционеры Ballu,14
8,58,Наручные часы Casio,7
7,83,Вентиляторы Centek,11
6,56,Ноутбуки Xiaomi,9
6,72,Смартфоны Xiaomi,13
7,38,Умные часы и браслеты Apple,8
7,92,Планшеты Samsung,10
7,91,Наушники JBL,12
8,28,Планшеты Samsung,9
7,35,Парфюмерия Giorgio Armani,11
7,77,Сумк,13
7,57,Ноутбуки Huawei,6
6,54,Планшеты Xiaomi,11
8,21,Палатки BTrace,7
6,87,Велосипеды STELS,8
8,30,Микроволновые печи Gorenje,12
6,76,Планшеты BQ,12
7,57,Ноутбуки Xiaomi,8
6,10,Газонокосилки Зубр,7
8,86,Наушники Apple,12
6,57,Смартфоны Apple,14
7,94,Смартфоны Apple,9
7,53,Купальник,10
6,32,Ноутбуки Lenovo,6
8,57,Парфюмерия Killian,12
8,58,Наручные часы Jacques Lemans,9
6,82,Вентиляторы Centek,14
8,53,Чемодан,8
8,91,Кофеварки и кофемашины TEENRA,12
6,16,Смартфоны One Plus,12
8,26,Велосипеды Stinger,10
7,54,Палатки Talberg,6
7,93,Микроволновые печи Gorenje,9
7,59,Наручные часы Xiaomi,11
6,64,Наушники Beats,18
7,95,Планшеты Lenovo,6
8,29,Концерт,11
8,36,Парфюмерия Fragrance World,13
7,86,Наручные часы Traser,19
6,20,Ноутбуки Samsung:HP,16
6,42,Наручные часы Apple,11
7,55,Ролик,14
6,20,Парфюмерия Giorgio Armani,10
7,1,Смартфоны One Plus,10
8,5,Смартфоны Xiaomi,6
7,56,Палатки Tplus,13
7,20,Смартфоны One Plus,9
6,87,Газонокосилки Зубр,10
8,40,Планшеты BQ,8
7,37,Парфюмерия Killian,15
7,5,Планшеты Xiaomi,10
7,53,Умные часы и браслеты Apple,8
8,44,Кофеварки и кофемашины DeLonghi,7
7,73,Умные часы и браслеты Samsung,13
7,28,Чемодан,9
7,46,Смартфоны Apple,9
7,89,Микроволновые печи Gorenje,15
8,7,Гироскутеры Hoverbot,7
8,50,Наушники Beats,15
8,62,Ноутбуки Huawei,17
6,85,Кофеварки и кофемашины TEENRA,16
8,75,Ноутбуки Apple,10
6,22,Велосипеды Stark,17
6,1,Кондиционеры Ballu,6
6,74,Планшеты Huawei,9
6,15,Планшеты Samsung,10
7,42,Гироскутеры Hoverbot,8
6,7,Палатки High Peak,13
8,7,Гироскутеры Zaxboard,11
6,19,Надувные бассейн,16
8,74,Наушники JBL,8
8,84,Велосипеды STELS,11
7,9,Наручные часы Casio,10
6,93,Ноутбуки Samsung:HP,12
7,18,Умные часы и браслеты Apple,7
7,53,Наушники Apple,8
6,44,Умные часы и браслеты Samsung,11
6,95,Ноутбуки Asus,8
7,91,Газонокосилки Зубр,11
7,95,Кондиционеры Electrolux,11
6,11,Купальник,18
7,15,Наручные часы Xiaomi,13
6,23,Смартфоны Huawei,7
8,11,Наушники Beats,13
6,93,Парфюмерия SHAIK,14
8,75,Гироскутеры GT,12
6,36,Кофеварки и кофемашины TEENRA,9
8,22,Телевизоры Xiaomi,11
8,89,Холодильники Beko,7
8,73,Путешестви,9
8,23,Микроволновые печи Gorenje,13
6,17,Кондиционеры Ballu,9
8,22,Палатки BTrace,8
8,7,Холодильники Beko,9
6,77,Наушники Apple,7
6,46,Планшеты Huawei,11
7,15,Газонокосилки Champion,7
6,63,Наручные часы Xiaomi,11
8,26,Палатки Tplus,9
6,43,Палатки Talberg,11
8,78,Наушники Xiaomi,14
8,71,Вентиляторы Centek,9
8,87,Газонокосилки Ресанта,10
8,30,Концерт,13
7,28,Кофеварки и кофемашины Bosch,14
8,66,Вентиляторы Equation,12
7,10,Планшеты Xiaomi,15
8,57,Палатки Alexika,11
8,66,Наушники Xiaomi,9
6,38,Газонокосилки Champion,7
7,59,Путешестви,7
6,59,Ноутбуки Asus,8
7,58,Велосипеды Novatrack,16
6,40,Газонокосилки Champion,14
6,69,Надувные бассейн,8
6,77,Ноутбуки Xiaomi,9
8,61,Холодильники Бирюса,7
7,76,Смартфоны Apple,9
6,25,Велосипеды Stinger,5
7,37,Велосипеды STELS,12
8,40,Ноутбуки Asus,16
6,13,Гироскутеры MiniPro,8
8,42,Путешестви,16
6,71,Смартфоны Samsung,10
8,79,Вентиляторы Centek,12
8,77,Ноутбуки Samsung:HP,8
8,87,Палатки Talberg,12
6,73,Палатки BTrace,9
8,71,Кондиционеры Ballu,10
8,25,Наручные часы Apple,8
7,15,Холодильники Бирюса,9
6,95,Планшеты Huawei,12
6,99,Наручные часы Xiaomi,8
6,28,Планшеты Lenovo,9
6,15,Ноутбуки Apple,13
6,32,Наручные часы Apple,18
7,9,Сериал,14
7,95,Телевизоры Xiaomi,14
6,88,Чемодан,10
6,23,Кондиционеры Electrolux,9
7,90,Ноутбуки Apple,11
6,59,Вентиляторы Centek,17
8,64,Кофеварки и кофемашины Bosch,12
8,54,Палатки Tplus,19
8,29,Ноутбуки Apple,13
6,46,Наручные часы Traser,16
8,1,Кондиционеры Ballu,5
8,18,Холодильники Nordfrost,13
8,11,Кофеварки и кофемашины DeLonghi,7
7,47,Сериал,9
6,15,Наушники Beats,8
8,55,Гироскутеры MiniPro,9
7,93,Наушники JBL,9
8,92,Вентиляторы Ballu,11
6,81,Наручные часы Apple,12
7,39,Кондиционеры Electrolux,6
8,4,Телевизоры LG,8
8,19,Наручные часы Xiaomi,12
7,83,Кин,7
8,97,Кондиционеры Hisense,5
6,75,Купальник,11
7,73,Туристические рюкзак,13
6,42,Палатки Tplus,15
8,86,Кондиционеры ROYAL Clima,9
8,9,Газонокосилки PATRIOT,13
7,50,Микроволновые печи Midea,10
8,22,Ноутбуки Samsung:HP,9
7,50,Велосипеды Forward,12
8,71,Кофеварки и кофемашины TEENRA,6
7,89,Велосипеды Novatrack,12
8,91,Ноутбуки Lenovo,8
8,84,Ноутбуки Samsung:HP,7
8,38,Парфюмерия SHAIK,10
6,31,Ролик,6
8,16,Компьютерные кресл,8
8,73,Ноутбуки Lenovo,9
6,57,Велосипеды STELS,7
8,87,Палатки Tplus,10
6,94,Сумк,7
7,81,Смартфоны Huawei,6
8,91,Туристические рюкзак,12
8,42,Холодильники LG,15
6,14,Палатки High Peak,9
8,49,Наушники Beats,8
6,85,Парфюмерия Fragrance World,15
6,60,Палатки Tplus,11
6,15,Гироскутеры GT,8
7,61,Кондиционеры Hisense,10
7,16,Ноутбуки Xiaomi,11
7,70,Умные часы и браслеты Apple,14
7,91,Планшеты Lenovo,10
6,62,Кин,10
8,86,Кондиционеры Hisense,10
8,12,Холодильники Samsung,11
7,81,Гироскутеры MiniPro,11
7,86,Гироскутеры GT,8
8,83,Планшеты Samsung,9
8,5,Палатки BTrace,12
6,25,Кондиционеры Electrolux,7
8,17,Холодильники Samsung,6
7,80,Смартфоны Apple,12
7,64,Умные часы и браслеты Xiaomi,7
6,2,Наручные часы Xiaomi,5
8,10,Планшеты Huawei,5
7,87,Микроволновые печи Bosch,10
7,86,Палатки Talberg,6
6,68,Ноутбуки Huawei,14
8,2,Микроволновые печи Midea,9
8,66,Кондиционеры ROYAL Clima,13
8,62,Умные часы и браслеты Samsung,9
8,12,Палатки High Peak,14
7,11,Наручные часы Traser,8
7,83,Концерт,12
7,39,Чемодан,9
7,51,Наушники Apple,11
8,47,Смартфоны One Plus,9
7,84,Планшеты BQ,7
6,46,Наушники Beats,10
6,42,Ноутбуки Lenovo,9
8,36,Велосипеды Stark,11
8,69,Кондиционеры Ballu,10
6,52,Компьютерные кресл,6
6,87,Велосипеды Forward,13
7,42,Кондиционеры Electrolux,14
8,52,Телевизоры Samsung,8
7,21,Сумк,9
6,38,Экскурс,16
8,34,Купальник,9
8,48,Смартфоны Apple,12
7,83,Телевизоры Samsung,9
7,83,Парфюмерия Fragrance World,12
8,83,Холодильники Atlant,8
7,53,Кофеварки и кофемашины TEENRA,15
6,69,Кофеварки и кофемашины DeLonghi,11
7,36,Велосипеды Stinger,9
6,35,Умные часы и браслеты Xiaomi,6
6,13,Палатки BTrace,15
6,22,Планшеты Apple,8
8,43,Газонокосилки PATRIOT,9
7,24,Кондиционеры ROYAL Clima,13
8,7,Велосипеды Novatrack,10
7,30,Палатки BTrace,9
6,6,Сумк,7
8,6,Смартфоны One Plus,16
7,31,Планшеты Lenovo,11
8,95,Умные часы и браслеты Xiaomi,12
6,80,Путешестви,7
7,47,Умные часы и браслеты Xiaomi,10
6,60,Туристические рюкзак,6
7,42,Наручные часы Jacques Lemans,9
6,7,Газонокосилки Huter,12
6,35,Микроволновые печи Bosch,11
8,17,Концерт,15
8,8,Ноутбуки Samsung:HP,6
8,34,Холодильники Atlant,9
6,61,Велосипеды Stinger,8
8,17,Газонокосилки PATRIOT,16
8,17,Парфюмерия Giorgio Armani,13
7,77,Умные часы и браслеты Xiaomi,6
8,44,Парфюмерия Fragrance World,7
7,13,Микроволновые печи Midea,11
6,79,Сумк,10
6,57,Парфюмерия Giorgio Armani,14
6,37,Парфюмерия SHAIK,12
6,48,Телевизоры LG,11
7,11,Купальник,12
8,51,Холодильники Nordfrost,12
8,43,Газонокосилки Huter,17
7,77,Холодильники Nordfrost,13
8,86,Парфюмерия Giorgio Armani,6
6,64,Кофеварки и кофемашины Bosch,5
7,49,Наушники Apple,15
8,50,Газонокосилки Ресанта,12
6,38,Вентиляторы Centek,6
7,91,Планшеты Apple,11
7,92,Ролик,11
8,53,Велосипеды STELS,9
6,64,Купальник,11
7,7,Концерт,18
8,74,Кондиционеры Electrolux,10
8,98,Планшеты Lenovo,7
7,26,Телевизоры Samsung,9
8,26,Ноутбуки Huawei,9
7,65,Газонокосилки Зубр,11
6,26,Велосипеды Forward,11
8,64,Туристические рюкзак,6
7,5,Телевизоры LG,16
6,64,Экскурс,12
7,84,Концерт,9
6,19,Газонокосилки Huter,14
7,84,Микроволновые печи Bosch,18
7,7,Парфюмерия Giorgio Armani,10
7,95,Планшеты Samsung,10
8,57,Микроволновые печи Gorenje,12
7,94,Наушники Xiaomi,7
8,16,Кофеварки и кофемашины Bosch,14
8,84,Наушники Beats,8
6,82,Кондиционеры Electrolux,8
7,44,Телевизоры Samsung,14
7,60,Ноутбуки Xiaomi,7
8,97,Ноутбуки Lenovo,9
7,62,Ролик,19
8,48,Ноутбуки Asus,11
7,18,Вентиляторы Centek,11
6,92,Надувные бассейн,8
8,82,Ноутбуки Asus,10
7,31,Кофеварки и кофемашины DeLonghi,12
8,68,Умные часы и браслеты Samsung,11
7,82,Смартфоны Huawei,8
6,3,Велосипеды Novatrack,10
8,27,Палатки Alexika,16
8,26,Ноутбуки Samsung:HP,6
6,16,Кондиционеры Electrolux,9
7,16,Телевизоры Xiaomi,13
8,20,Велосипеды Stark,12
7,36,Велосипеды Novatrack,14
7,20,Путешестви,8
6,88,Туристические рюкзак,17
6,74,Палатки Alexika,12
8,33,Палатки BTrace,5
8,86,Смартфоны Huawei,10
7,53,Парфюмерия SHAIK,9
7,97,Микроволновые печи Bosch,11
6,92,Вентиляторы Centek,6
6,6,Велосипеды STELS,7
7,57,Концерт,6
6,45,Планшеты Samsung,16
6,85,Наушники Xiaomi,8
8,62,Телевизоры Xiaomi,11
6,96,Наручные часы Jacques Lemans,9
6,14,Холодильники LG,7
6,48,Путешестви,19
7,86,Газонокосилки Ресанта,11
8,94,Туристические рюкзак,8
8,53,Ноутбуки Lenovo,13
6,50,Телевизоры Xiaomi,10
7,42,Ролик,9
7,25,Холодильники Atlant,10
6,37,Вентиляторы Equation,10
8,8,Холодильники Бирюса,6
8,36,Экскурс,7
7,88,Надувные бассейн,12
6,84,Вентиляторы Ballu,13
7,81,Планшеты Lenovo,12
7,7,Кондиционеры Electrolux,10
8,63,Палатки Talberg,10
7,14,Газонокосилки Ресанта,11
6,24,Парфюмерия Fragrance World,18
7,61,Кофеварки и кофемашины DeLonghi,10
6,102,Гироскутеры Zaxboard,5
7,43,Умные часы и браслеты Samsung,12
8,100,Умные часы и браслеты Apple,5
6,43,Газонокосилки Ресанта,10
6,13,Холодильники Бирюса,8
6,31,Газонокосилки Huter,8
7,49,Кондиционеры Electrolux,9
8,34,Гироскутеры GT,15
6,75,Кондиционеры Ballu,10
6,50,Смартфоны Apple,13
8,67,Ноутбуки Xiaomi,9
7,76,Газонокосилки PATRIOT,6
8,54,Туристические рюкзак,9
8,69,Ноутбуки Samsung:HP,11
8,54,Кондиционеры Ballu,10
6,40,Сумк,9
7,43,Велосипеды Stinger,14
6,57,Кондиционеры ROYAL Clima,12
8,42,Газонокосилки Champion,6
7,90,Ноутбуки Acer,14
7,34,Микроволновые печи Gorenje,6
8,36,Планшеты Lenovo,6
6,67,Ноутбуки Huawei,6
7,88,Ноутбуки Huawei,9
7,91,Газонокосилки PATRIOT,13
8,76,Сумк,11
8,39,Вентиляторы Scarlett,11
7,48,Смартфоны Xiaomi,8
6,83,Наручные часы Casio,14
7,17,Палатки Tplus,13
6,48,Микроволновые печи Midea,6
7,49,Кин,11
8,87,Планшеты Huawei,16
